database,tableName,isTemporary
nzmigration,wms_to_scds_daily_wm_locn_hdr_v2,False
nzmigration,wms_to_scds_daily_wm_lpn_audit_results_v1,False
nzmigration,wms_to_scds_daily_wm_lpn_audit_results_v2,False
nzmigration,wms_to_scds_daily_wm_lpn_detail_v1,False
nzmigration,wms_to_scds_daily_wm_lpn_detail_v2,False
nzmigration,wms_to_scds_daily_wm_lpn_facility_status_v1,False
nzmigration,wms_to_scds_daily_wm_lpn_facility_status_v2,False
nzmigration,wms_to_scds_daily_wm_lpn_lock_v1,False
nzmigration,wms_to_scds_daily_wm_lpn_lock_v2,False
nzmigration,wms_to_scds_daily_wm_lpn_size_type_v1,False
nzmigration,wms_to_scds_daily_wm_lpn_size_type_v2,False
nzmigration,wms_to_scds_daily_wm_lpn_status_v1,False
nzmigration,wms_to_scds_daily_wm_lpn_status_v2,False
nzmigration,wms_to_scds_daily_wm_lpn_type_v1,False
nzmigration,wms_to_scds_daily_wm_lpn_type_v2,False
nzmigration,wms_to_scds_daily_wm_lpn_v1,False
nzmigration,wms_to_scds_daily_wm_lpn_v2,False
nzmigration,wms_to_scds_daily_wm_order_line_item_v1,False
nzmigration,wms_to_scds_daily_wm_order_line_item_v2,False
nzmigration,wms_to_scds_daily_wm_order_status_v1,False
nzmigration,wms_to_scds_daily_wm_order_status_v2,False
nzmigration,wms_to_scds_daily_wm_orders_v1,False
nzmigration,wms_to_scds_daily_wm_orders_v2,False
nzmigration,wms_to_scds_daily_wm_outpt_lpn_detail_v1,False
nzmigration,wms_to_scds_daily_wm_outpt_lpn_detail_v2,False
nzmigration,wms_to_scds_daily_wm_outpt_lpn_v1,False
nzmigration,wms_to_scds_daily_wm_outpt_lpn_v2,False
nzmigration,wms_to_scds_daily_wm_outpt_order_line_item_v1,False
nzmigration,wms_to_scds_daily_wm_outpt_order_line_item_v2,False
nzmigration,wms_to_scds_daily_wm_outpt_orders_v1,False
nzmigration,wms_to_scds_daily_wm_outpt_orders_v2,False
nzmigration,wms_to_scds_daily_wm_pick_locn_dtl_slotting_v1,False
nzmigration,wms_to_scds_daily_wm_pick_locn_dtl_slotting_v2,False
nzmigration,wms_to_scds_daily_wm_pick_locn_dtl_v1,False
nzmigration,wms_to_scds_daily_wm_pick_locn_dtl_v2,False
nzmigration,wms_to_scds_daily_wm_pick_locn_hdr_slotting_v1,False
nzmigration,wms_to_scds_daily_wm_pick_locn_hdr_slotting_v2,False
nzmigration,wms_to_scds_daily_wm_pick_locn_hdr_v1,False
nzmigration,wms_to_scds_daily_wm_pick_locn_hdr_v2,False
nzmigration,wms_to_scds_daily_wm_picking_short_item_v1,False
nzmigration,wms_to_scds_daily_wm_picking_short_item_v2,False
nzmigration,wms_to_scds_daily_wm_pix_tran_v1,False
nzmigration,wms_to_scds_daily_wm_pix_tran_v2,False
nzmigration,wms_to_scds_daily_wm_pix_tran_validation_report_on_2023_07_23_02_55_base_only,False
nzmigration,wms_to_scds_daily_wm_pix_tran_validation_report_on_2023_07_23_02_55_compare_only,False
nzmigration,wms_to_scds_daily_wm_pix_tran_validation_report_on_2023_07_23_02_55_missmatch_only,False
nzmigration,wms_to_scds_daily_wm_pix_tran_validation_report_on_2023_07_23_03_46_base_only,False
nzmigration,wms_to_scds_daily_wm_pix_tran_validation_report_on_2023_07_23_03_46_compare_only,False
nzmigration,wms_to_scds_daily_wm_pix_tran_validation_report_on_2023_07_23_03_46_missmatch_only,False
nzmigration,wms_to_scds_daily_wm_product_class_v1,False
nzmigration,wms_to_scds_daily_wm_product_class_v2,False
nzmigration,wms_to_scds_daily_wm_purchase_orders_line_item_v1,False
nzmigration,wms_to_scds_daily_wm_purchase_orders_line_item_v2,False
nzmigration,wms_to_scds_daily_wm_purchase_orders_line_status_v1,False
nzmigration,wms_to_scds_daily_wm_purchase_orders_line_status_v2,False
nzmigration,wms_to_scds_daily_wm_purchase_orders_status_v1,False
nzmigration,wms_to_scds_daily_wm_purchase_orders_status_v2,False
