database,tableName,isTemporary
nzmigration,wms_to_scds_daily_wm_purchase_orders_v1,False
nzmigration,wms_to_scds_daily_wm_purchase_orders_v2,False
nzmigration,wms_to_scds_daily_wm_putaway_lock_v1,False
nzmigration,wms_to_scds_daily_wm_putaway_lock_v2,False
nzmigration,wms_to_scds_daily_wm_rack_type_level_v1,False
nzmigration,wms_to_scds_daily_wm_rack_type_level_v2,False
nzmigration,wms_to_scds_daily_wm_rack_type_v1,False
nzmigration,wms_to_scds_daily_wm_rack_type_v2,False
nzmigration,wms_to_scds_daily_wm_resv_locn_hdr_v1,False
nzmigration,wms_to_scds_daily_wm_resv_locn_hdr_v2,False
nzmigration,wms_to_scds_daily_wm_sec_user_v1,False
nzmigration,wms_to_scds_daily_wm_sec_user_v2,False
nzmigration,wms_to_scds_daily_wm_ship_via_v1,False
nzmigration,wms_to_scds_daily_wm_ship_via_v2,False
nzmigration,wms_to_scds_daily_wm_shipment_status_v1,False
nzmigration,wms_to_scds_daily_wm_shipment_status_v2,False
nzmigration,wms_to_scds_daily_wm_shipment_v1,False
nzmigration,wms_to_scds_daily_wm_shipment_v2,False
nzmigration,wms_to_scds_daily_wm_size_uom_v1,False
nzmigration,wms_to_scds_daily_wm_size_uom_v2,False
nzmigration,wms_to_scds_daily_wm_slot_item_score_v1,False
nzmigration,wms_to_scds_daily_wm_slot_item_score_v2,False
nzmigration,wms_to_scds_daily_wm_slot_item_v1,False
nzmigration,wms_to_scds_daily_wm_slot_item_v2,False
nzmigration,wms_to_scds_daily_wm_standard_uom_v1,False
nzmigration,wms_to_scds_daily_wm_standard_uom_v2,False
nzmigration,wms_to_scds_daily_wm_stop_status_v1,False
nzmigration,wms_to_scds_daily_wm_stop_status_v2,False
nzmigration,wms_to_scds_daily_wm_stop_v1,False
nzmigration,wms_to_scds_daily_wm_stop_v2,False
nzmigration,wms_to_scds_daily_wm_sys_code_v1,False
nzmigration,wms_to_scds_daily_wm_sys_code_v2,False
nzmigration,wms_to_scds_daily_wm_task_dtl_v1,False
nzmigration,wms_to_scds_daily_wm_task_dtl_v2,False
nzmigration,wms_to_scds_daily_wm_task_hdr_v1,False
nzmigration,wms_to_scds_daily_wm_task_hdr_v2,False
nzmigration,wms_to_scds_daily_wm_trailer_contents_v1,False
nzmigration,wms_to_scds_daily_wm_trailer_contents_v2,False
nzmigration,wms_to_scds_daily_wm_trailer_ref_v1,False
nzmigration,wms_to_scds_daily_wm_trailer_ref_v2,False
nzmigration,wms_to_scds_daily_wm_trailer_type_v1,False
nzmigration,wms_to_scds_daily_wm_trailer_type_v2,False
nzmigration,wms_to_scds_daily_wm_trailer_visit_dtl_v1,False
nzmigration,wms_to_scds_daily_wm_trailer_visit_dtl_v2,False
nzmigration,wms_to_scds_daily_wm_trailer_visit_v1,False
nzmigration,wms_to_scds_daily_wm_trailer_visit_v2,False
nzmigration,wms_to_scds_daily_wm_un_number_v1,False
nzmigration,wms_to_scds_daily_wm_un_number_v2,False
nzmigration,wms_to_scds_daily_wm_user_profile_v1,False
nzmigration,wms_to_scds_daily_wm_user_profile_v2,False
nzmigration,wms_to_scds_daily_wm_vend_perf_tran_v1,False
nzmigration,wms_to_scds_daily_wm_vend_perf_tran_v2,False
nzmigration,wms_to_scds_daily_wm_wave_parm_v1,False
nzmigration,wms_to_scds_daily_wm_wave_parm_v2,False
nzmigration,wms_to_scds_daily_wm_yard_v1,False
nzmigration,wms_to_scds_daily_wm_yard_v2,False
nzmigration,wms_to_scds_daily_wm_yard_zone_slot_v1,False
nzmigration,wms_to_scds_daily_wm_yard_zone_slot_v2,False
nzmigration,wms_to_scds_daily_wm_yard_zone_v1,False
nzmigration,wms_to_scds_daily_wm_yard_zone_v2,False
